holeid,from,to,TEMP,start_x,start_y,start_z,mid_x,mid_y,mid_z,end_x,end_y,end_z
REZOVACCKE_KRCCEVINE-1,670.0,680.0,42.13271485148515,689340.7057,5072557.328,-525.8436919,689340.7057,5072557.328,-530.8436919,689340.7057,5072557.328,-535.8436919
REZOVACCKE_KRCCEVINE-1,680.0,690.0,42.434082499999995,689340.7057,5072557.328,-535.8436919,689340.7057,5072557.328,-540.8436919,689340.7057,5072557.328,-545.8436919
REZOVACCKE_KRCCEVINE-1,690.0,700.0,42.8345785,689340.7057,5072557.328,-545.8436919,689340.7057,5072557.328,-550.8436919,689340.7057,5072557.328,-555.8436919
REZOVACCKE_KRCCEVINE-1,700.0,710.0,43.2350755,689340.7057,5072557.328,-555.8436919,689340.7057,5072557.328,-560.8436919,689340.7057,5072557.328,-565.8436919
REZOVACCKE_KRCCEVINE-1,710.0,720.0,43.635571500000005,689340.7057,5072557.328,-565.8436919,689340.7057,5072557.328,-570.8436919,689340.7057,5072557.328,-575.8436919
REZOVACCKE_KRCCEVINE-1,720.0,730.0,44.036069499999996,689340.7057,5072557.328,-575.8436919,689340.7057,5072557.328,-580.8436919,689340.7057,5072557.328,-585.8436919
REZOVACCKE_KRCCEVINE-1,730.0,740.0,44.4365675,689340.7057,5072557.328,-585.8436919,689340.7057,5072557.328,-590.8436919,689340.7057,5072557.328,-595.8436919
REZOVACCKE_KRCCEVINE-1,740.0,750.0,44.83706650000001,689340.7057,5072557.328,-595.8436919,689340.7057,5072557.328,-600.8436919,689340.7057,5072557.328,-605.8436919
REZOVACCKE_KRCCEVINE-1,750.0,760.0,45.23756349999999,689340.7057,5072557.328,-605.8436919,689340.7057,5072557.328,-610.8436919,689340.7057,5072557.328,-615.8436919
REZOVACCKE_KRCCEVINE-1,760.0,770.0,45.63805949999999,689340.7057,5072557.328,-615.8436919,689340.7057,5072557.328,-620.8436919,689340.7057,5072557.328,-625.8436919
REZOVACCKE_KRCCEVINE-1,770.0,780.0,46.038557499999996,689340.7057,5072557.328,-625.8436919,689340.7057,5072557.328,-630.8436919,689340.7057,5072557.328,-635.8436919
REZOVACCKE_KRCCEVINE-1,780.0,790.0,46.43905650000001,689340.7057,5072557.328,-635.8436919,689340.7057,5072557.328,-640.8436919,689340.7057,5072557.328,-645.8436919
REZOVACCKE_KRCCEVINE-1,790.0,800.0,46.83955449999999,689340.7057,5072557.328,-645.8436919,689340.7057,5072557.328,-650.8436919,689340.7057,5072557.328,-655.8436919
REZOVACCKE_KRCCEVINE-1,800.0,810.0,47.24005050000001,689340.7057,5072557.328,-655.8436919,689340.7057,5072557.328,-660.8436919,689340.7057,5072557.328,-665.8436919
REZOVACCKE_KRCCEVINE-1,810.0,820.0,47.6405485,689340.7057,5072557.328,-665.8436919,689340.7057,5072557.328,-670.8436919,689340.7057,5072557.328,-675.8436919
REZOVACCKE_KRCCEVINE-1,820.0,830.0,48.041043499999994,689340.7057,5072557.328,-675.8436919,689340.7057,5072557.328,-680.8436919,689340.7057,5072557.328,-685.8436919
REZOVACCKE_KRCCEVINE-1,830.0,840.0,48.4415425,689340.7057,5072557.328,-685.8436919,689340.7057,5072557.328,-690.8436919,689340.7057,5072557.328,-695.8436919
REZOVACCKE_KRCCEVINE-1,840.0,850.0,48.842041500000015,689340.7057,5072557.328,-695.8436919,689340.7057,5072557.328,-700.8436919,689340.7057,5072557.328,-705.8436919
REZOVACCKE_KRCCEVINE-1,850.0,860.0,49.24253850000001,689340.7057,5072557.328,-705.8436919,689340.7057,5072557.328,-710.8436919,689340.7057,5072557.328,-715.8436919
REZOVACCKE_KRCCEVINE-1,860.0,870.0,49.64303549999999,689340.7057,5072557.328,-715.8436919,689340.7057,5072557.328,-720.8436919,689340.7057,5072557.328,-725.8436919
REZOVACCKE_KRCCEVINE-1,870.0,880.0,50.0435325,689340.7057,5072557.328,-725.8436919,689340.7057,5072557.328,-730.8436919,689340.7057,5072557.328,-735.8436919
REZOVACCKE_KRCCEVINE-1,880.0,890.0,50.4440315,689340.7057,5072557.328,-735.8436919,689340.7057,5072557.328,-740.8436919,689340.7057,5072557.328,-745.8436919
REZOVACCKE_KRCCEVINE-1,890.0,900.0,50.844528499999996,689340.7057,5072557.328,-745.8436919,689340.7057,5072557.328,-750.8436919,689340.7057,5072557.328,-755.8436919
REZOVACCKE_KRCCEVINE-1,900.0,910.0,51.24502549999999,689340.7057,5072557.328,-755.8436919,689340.7057,5072557.328,-760.8436919,689340.7057,5072557.328,-765.8436919
REZOVACCKE_KRCCEVINE-1,910.0,920.0,51.645522500000006,689340.7057,5072557.328,-765.8436919,689340.7057,5072557.328,-770.8436919,689340.7057,5072557.328,-775.8436919
REZOVACCKE_KRCCEVINE-1,920.0,930.0,52.0460195,689340.7057,5072557.328,-775.8436919,689340.7057,5072557.328,-780.8436919,689340.7057,5072557.328,-785.8436919
REZOVACCKE_KRCCEVINE-1,930.0,940.0,52.44651749999999,689340.7057,5072557.328,-785.8436919,689340.7057,5072557.328,-790.8436919,689340.7057,5072557.328,-795.8436919
REZOVACCKE_KRCCEVINE-1,940.0,950.0,52.8470165,689340.7057,5072557.328,-795.8436919,689340.7057,5072557.328,-800.8436919,689340.7057,5072557.328,-805.8436919
REZOVACCKE_KRCCEVINE-1,950.0,960.0,53.24751249999999,689340.7057,5072557.328,-805.8436919,689340.7057,5072557.328,-810.8436919,689340.7057,5072557.328,-815.8436919
REZOVACCKE_KRCCEVINE-1,960.0,970.0,53.648009499999986,689340.7057,5072557.328,-815.8436919,689340.7057,5072557.328,-820.8436919,689340.7057,5072557.328,-825.8436919
REZOVACCKE_KRCCEVINE-1,970.0,980.0,54.04850750000001,689340.7057,5072557.328,-825.8436919,689340.7057,5072557.328,-830.8436919,689340.7057,5072557.328,-835.8436919
REZOVACCKE_KRCCEVINE-1,980.0,990.0,54.44900750000001,689340.7057,5072557.328,-835.8436919,689340.7057,5072557.328,-840.8436919,689340.7057,5072557.328,-845.8436919
REZOVACCKE_KRCCEVINE-1,990.0,1000.0,54.84950349999999,689340.7057,5072557.328,-845.8436919,689340.7057,5072557.328,-850.8436919,689340.7057,5072557.328,-855.8436919
REZOVACCKE_KRCCEVINE-1,1000.0,1010.0,55.25000099999999,689340.7057,5072557.328,-855.8436919,689340.7057,5072557.328,-860.8436919,689340.7057,5072557.328,-865.8436919
REZOVACCKE_KRCCEVINE-1,1010.0,1020.0,55.65049750000001,689340.7057,5072557.328,-865.8436919,689340.7057,5072557.328,-870.8436919,689340.7057,5072557.328,-875.8436919
REZOVACCKE_KRCCEVINE-1,1020.0,1030.0,56.050995500000006,689340.7057,5072557.328,-875.8436919,689340.7057,5072557.328,-880.8436919,689340.7057,5072557.328,-885.8436919
REZOVACCKE_KRCCEVINE-1,1030.0,1040.0,56.4514925,689340.7057,5072557.328,-885.8436919,689340.7057,5072557.328,-890.8436919,689340.7057,5072557.328,-895.8436919
REZOVACCKE_KRCCEVINE-1,1040.0,1050.0,56.8519895,689340.7057,5072557.328,-895.8436919,689340.7057,5072557.328,-900.8436919,689340.7057,5072557.328,-905.8436919
REZOVACCKE_KRCCEVINE-1,1050.0,1060.0,57.25248750000001,689340.7057,5072557.328,-905.8436919,689340.7057,5072557.328,-910.8436919,689340.7057,5072557.328,-915.8436919
REZOVACCKE_KRCCEVINE-1,1060.0,1070.0,57.65298749999999,689340.7057,5072557.328,-915.8436919,689340.7057,5072557.328,-920.8436919,689340.7057,5072557.328,-925.8436919
REZOVACCKE_KRCCEVINE-1,1070.0,1080.0,58.053485499999994,689340.7057,5072557.328,-925.8436919,689340.7057,5072557.328,-930.8436919,689340.7057,5072557.328,-935.8436919
REZOVACCKE_KRCCEVINE-1,1080.0,1090.0,58.453983500000014,689340.7057,5072557.328,-935.8436919,689340.7057,5072557.328,-940.8436919,689340.7057,5072557.328,-945.8436919
REZOVACCKE_KRCCEVINE-1,1090.0,1100.0,58.8544795,689340.7057,5072557.328,-945.8436919,689340.7057,5072557.328,-950.8436919,689340.7057,5072557.328,-955.8436919
REZOVACCKE_KRCCEVINE-1,1100.0,1110.0,59.25497649999999,689340.7057,5072557.328,-955.8436919,689340.7057,5072557.328,-960.8436919,689340.7057,5072557.328,-965.8436919
REZOVACCKE_KRCCEVINE-1,1110.0,1120.0,59.655473500000014,689340.7057,5072557.328,-965.8436919,689340.7057,5072557.328,-970.8436919,689340.7057,5072557.328,-975.8436919
REZOVACCKE_KRCCEVINE-1,1120.0,1130.0,60.0559705,689340.7057,5072557.328,-975.8436919,689340.7057,5072557.328,-980.8436919,689340.7057,5072557.328,-985.8436919
REZOVACCKE_KRCCEVINE-1,1130.0,1140.0,60.45646849999999,689340.7057,5072557.328,-985.8436919,689340.7057,5072557.328,-990.8436919,689340.7057,5072557.328,-995.8436919
REZOVACCKE_KRCCEVINE-1,1140.0,1150.0,60.85696349999999,689340.7057,5072557.328,-995.8436919,689340.7057,5072557.328,-1000.8436919,689340.7057,5072557.328,-1005.8436919
REZOVACCKE_KRCCEVINE-1,1150.0,1160.0,61.25746250000001,689340.7057,5072557.328,-1005.8436919,689340.7057,5072557.328,-1010.8436919,689340.7057,5072557.328,-1015.8436919
REZOVACCKE_KRCCEVINE-1,1160.0,1170.0,61.657962500000004,689340.7057,5072557.328,-1015.8436919,689340.7057,5072557.328,-1020.8436919,689340.7057,5072557.328,-1025.8436919
REZOVACCKE_KRCCEVINE-1,1170.0,1180.0,62.05846149999999,689340.7057,5072557.328,-1025.8436919,689340.7057,5072557.328,-1030.8436919,689340.7057,5072557.328,-1035.8436919
REZOVACCKE_KRCCEVINE-1,1180.0,1190.0,62.45895750000002,689340.7057,5072557.328,-1035.8436919,689340.7057,5072557.328,-1040.8436919,689340.7057,5072557.328,-1045.8436919
REZOVACCKE_KRCCEVINE-1,1190.0,1200.0,62.8594545,689340.7057,5072557.328,-1045.8436919,689340.7057,5072557.328,-1050.8436919,689340.7057,5072557.328,-1055.8436919
REZOVACCKE_KRCCEVINE-1,1200.0,1210.0,63.259951499999985,689340.7057,5072557.328,-1055.8436919,689340.7057,5072557.328,-1060.8436919,689340.7057,5072557.328,-1065.8436919
REZOVACCKE_KRCCEVINE-1,1210.0,1220.0,63.660448499999994,689340.7057,5072557.328,-1065.8436919,689340.7057,5072557.328,-1070.8436919,689340.7057,5072557.328,-1075.8436919
REZOVACCKE_KRCCEVINE-1,1220.0,1230.0,64.06094650000001,689340.7057,5072557.328,-1075.8436919,689340.7057,5072557.328,-1080.8436919,689340.7057,5072557.328,-1085.8436919
REZOVACCKE_KRCCEVINE-1,1230.0,1240.0,64.4614425,689340.7057,5072557.328,-1085.8436919,689340.7057,5072557.328,-1090.8436919,689340.7057,5072557.328,-1095.8436919
REZOVACCKE_KRCCEVINE-1,1240.0,1250.0,64.8619395,689340.7057,5072557.328,-1095.8436919,689340.7057,5072557.328,-1100.8436919,689340.7057,5072557.328,-1105.8436919
REZOVACCKE_KRCCEVINE-1,1250.0,1260.0,65.26243750000002,689340.7057,5072557.328,-1105.8436919,689340.7057,5072557.328,-1110.8436919,689340.7057,5072557.328,-1115.8436919
REZOVACCKE_KRCCEVINE-1,1260.0,1270.0,65.6629365,689340.7057,5072557.328,-1115.8436919,689340.7057,5072557.328,-1120.8436919,689340.7057,5072557.328,-1125.8436919
REZOVACCKE_KRCCEVINE-1,1270.0,1280.0,66.06343549999998,689340.7057,5072557.328,-1125.8436919,689340.7057,5072557.328,-1130.8436919,689340.7057,5072557.328,-1135.8436919
REZOVACCKE_KRCCEVINE-1,1280.0,1290.0,66.46393450000001,689340.7057,5072557.328,-1135.8436919,689340.7057,5072557.328,-1140.8436919,689340.7057,5072557.328,-1145.8436919
REZOVACCKE_KRCCEVINE-1,1290.0,1300.0,66.86442950000001,689340.7057,5072557.328,-1145.8436919,689340.7057,5072557.328,-1150.8436919,689340.7057,5072557.328,-1155.8436919
REZOVACCKE_KRCCEVINE-1,1300.0,1310.0,67.2649285,689340.7057,5072557.328,-1155.8436919,689340.7057,5072557.328,-1160.8436919,689340.7057,5072557.328,-1165.8436919
REZOVACCKE_KRCCEVINE-1,1310.0,1320.0,67.6654235,689340.7057,5072557.328,-1165.8436919,689340.7057,5072557.328,-1170.8436919,689340.7057,5072557.328,-1175.8436919
REZOVACCKE_KRCCEVINE-1,1320.0,1330.0,68.06592150000002,689340.7057,5072557.328,-1175.8436919,689340.7057,5072557.328,-1180.8436919,689340.7057,5072557.328,-1185.8436919
REZOVACCKE_KRCCEVINE-1,1330.0,1340.0,68.46641749999999,689340.7057,5072557.328,-1185.8436919,689340.7057,5072557.328,-1190.8436919,689340.7057,5072557.328,-1195.8436919
REZOVACCKE_KRCCEVINE-1,1340.0,1350.0,68.86691449999998,689340.7057,5072557.328,-1195.8436919,689340.7057,5072557.328,-1200.8436919,689340.7057,5072557.328,-1205.8436919
REZOVACCKE_KRCCEVINE-1,1350.0,1360.0,69.2674125,689340.7057,5072557.328,-1205.8436919,689340.7057,5072557.328,-1210.8436919,689340.7057,5072557.328,-1215.8436919
REZOVACCKE_KRCCEVINE-1,1360.0,1370.0,69.6679125,689340.7057,5072557.328,-1215.8436919,689340.7057,5072557.328,-1220.8436919,689340.7057,5072557.328,-1225.8436919
REZOVACCKE_KRCCEVINE-1,1370.0,1380.0,70.06841049999998,689340.7057,5072557.328,-1225.8436919,689340.7057,5072557.328,-1230.8436919,689340.7057,5072557.328,-1235.8436919
REZOVACCKE_KRCCEVINE-1,1380.0,1390.0,70.46890950000001,689340.7057,5072557.328,-1235.8436919,689340.7057,5072557.328,-1240.8436919,689340.7057,5072557.328,-1245.8436919
REZOVACCKE_KRCCEVINE-1,1390.0,1400.0,70.8694055,689340.7057,5072557.328,-1245.8436919,689340.7057,5072557.328,-1250.8436919,689340.7057,5072557.328,-1255.8436919
REZOVACCKE_KRCCEVINE-1,1400.0,1410.0,71.26990249999999,689340.7057,5072557.328,-1255.8436919,689340.7057,5072557.328,-1260.8436919,689340.7057,5072557.328,-1265.8436919
REZOVACCKE_KRCCEVINE-1,1410.0,1420.0,71.6703995,689340.7057,5072557.328,-1265.8436919,689340.7057,5072557.328,-1270.8436919,689340.7057,5072557.328,-1275.8436919
REZOVACCKE_KRCCEVINE-1,1420.0,1430.0,72.07089700000002,689340.7057,5072557.328,-1275.8436919,689340.7057,5072557.328,-1280.8436919,689340.7057,5072557.328,-1285.8436919
REZOVACCKE_KRCCEVINE-1,1430.0,1440.0,72.4713925,689340.7057,5072557.328,-1285.8436919,689340.7057,5072557.328,-1290.8436919,689340.7057,5072557.328,-1295.8436919
REZOVACCKE_KRCCEVINE-1,1440.0,1450.0,72.87189049999999,689340.7057,5072557.328,-1295.8436919,689340.7057,5072557.328,-1300.8436919,689340.7057,5072557.328,-1305.8436919
REZOVACCKE_KRCCEVINE-1,1450.0,1460.0,73.27238750000001,689340.7057,5072557.328,-1305.8436919,689340.7057,5072557.328,-1310.8436919,689340.7057,5072557.328,-1315.8436919
REZOVACCKE_KRCCEVINE-1,1460.0,1470.0,73.67288750000002,689340.7057,5072557.328,-1315.8436919,689340.7057,5072557.328,-1320.8436919,689340.7057,5072557.328,-1325.8436919
REZOVACCKE_KRCCEVINE-1,1470.0,1480.0,74.0733865,689340.7057,5072557.328,-1325.8436919,689340.7057,5072557.328,-1330.8436919,689340.7057,5072557.328,-1335.8436919
REZOVACCKE_KRCCEVINE-1,1480.0,1490.0,74.4738845,689340.7057,5072557.328,-1335.8436919,689340.7057,5072557.328,-1340.8436919,689340.7057,5072557.328,-1345.8436919
REZOVACCKE_KRCCEVINE-1,1490.0,1500.0,74.8743815,689340.7057,5072557.328,-1345.8436919,689340.7057,5072557.328,-1350.8436919,689340.7057,5072557.328,-1355.8436919
REZOVACCKE_KRCCEVINE-1,1500.0,1510.0,75.2748785,689340.7057,5072557.328,-1355.8436919,689340.7057,5072557.328,-1360.8436919,689340.7057,5072557.328,-1365.8436919
REZOVACCKE_KRCCEVINE-1,1510.0,1520.0,75.67537349999999,689340.7057,5072557.328,-1365.8436919,689340.7057,5072557.328,-1370.8436919,689340.7057,5072557.328,-1375.8436919
REZOVACCKE_KRCCEVINE-1,1520.0,1530.0,76.0758715,689340.7057,5072557.328,-1375.8436919,689340.7057,5072557.328,-1380.8436919,689340.7057,5072557.328,-1385.8436919
REZOVACCKE_KRCCEVINE-1,1530.0,1540.0,76.47636750000001,689340.7057,5072557.328,-1385.8436919,689340.7057,5072557.328,-1390.8436919,689340.7057,5072557.328,-1395.8436919
REZOVACCKE_KRCCEVINE-1,1540.0,1550.0,76.8768655,689340.7057,5072557.328,-1395.8436919,689340.7057,5072557.328,-1400.8436919,689340.7057,5072557.328,-1405.8436919
REZOVACCKE_KRCCEVINE-1,1550.0,1560.0,77.2773635,689340.7057,5072557.328,-1405.8436919,689340.7057,5072557.328,-1410.8436919,689340.7057,5072557.328,-1415.8436919
REZOVACCKE_KRCCEVINE-1,1560.0,1570.0,77.6778625,689340.7057,5072557.328,-1415.8436919,689340.7057,5072557.328,-1420.8436919,689340.7057,5072557.328,-1425.8436919
REZOVACCKE_KRCCEVINE-1,1570.0,1580.0,78.0783615,689340.7057,5072557.328,-1425.8436919,689340.7057,5072557.328,-1430.8436919,689340.7057,5072557.328,-1435.8436919
REZOVACCKE_KRCCEVINE-1,1580.0,1590.0,78.47885949999998,689340.7057,5072557.328,-1435.8436919,689340.7057,5072557.328,-1440.8436919,689340.7057,5072557.328,-1445.8436919
REZOVACCKE_KRCCEVINE-1,1590.0,1600.0,78.87935650000001,689340.7057,5072557.328,-1445.8436919,689340.7057,5072557.328,-1450.8436919,689340.7057,5072557.328,-1455.8436919
REZOVACCKE_KRCCEVINE-1,1600.0,1610.0,79.27751549999999,689340.7057,5072557.328,-1455.8436919,689340.7057,5072557.328,-1460.8436919,689340.7057,5072557.328,-1465.8436919
REZOVACCKE_KRCCEVINE-1,1610.0,1620.0,79.5985765,689340.7057,5072557.328,-1465.8436919,689340.7057,5072557.328,-1470.8436919,689340.7057,5072557.328,-1475.8436919
REZOVACCKE_KRCCEVINE-1,1620.0,1630.0,79.88226250000001,689340.7057,5072557.328,-1475.8436919,689340.7057,5072557.328,-1480.8436919,689340.7057,5072557.328,-1485.8436919
REZOVACCKE_KRCCEVINE-1,1630.0,1640.0,80.1659405,689340.7057,5072557.328,-1485.8436919,689340.7057,5072557.328,-1490.8436919,689340.7057,5072557.328,-1495.8436919
REZOVACCKE_KRCCEVINE-1,1640.0,1650.0,80.4496255,689340.7057,5072557.328,-1495.8436919,689340.7057,5072557.328,-1500.8436919,689340.7057,5072557.328,-1505.8436919
REZOVACCKE_KRCCEVINE-1,1650.0,1660.0,80.733308,689340.7057,5072557.328,-1505.8436919,689340.7057,5072557.328,-1510.8436919,689340.7057,5072557.328,-1515.8436919
REZOVACCKE_KRCCEVINE-1,1660.0,1670.0,81.01698749999998,689340.7057,5072557.328,-1515.8436919,689340.7057,5072557.328,-1520.8436919,689340.7057,5072557.328,-1525.8436919
REZOVACCKE_KRCCEVINE-1,1670.0,1680.0,81.3006705,689340.7057,5072557.328,-1525.8436919,689340.7057,5072557.328,-1530.8436919,689340.7057,5072557.328,-1535.8436919
REZOVACCKE_KRCCEVINE-1,1680.0,1690.0,81.58435349999999,689340.7057,5072557.328,-1535.8436919,689340.7057,5072557.328,-1540.8436919,689340.7057,5072557.328,-1545.8436919
REZOVACCKE_KRCCEVINE-1,1690.0,1700.0,81.86803449999998,689340.7057,5072557.328,-1545.8436919,689340.7057,5072557.328,-1550.8436919,689340.7057,5072557.328,-1555.8436919
REZOVACCKE_KRCCEVINE-1,1700.0,1710.0,82.15171749999999,689340.7057,5072557.328,-1555.8436919,689340.7057,5072557.328,-1560.8436919,689340.7057,5072557.328,-1565.8436919
REZOVACCKE_KRCCEVINE-1,1710.0,1720.0,82.43539799999999,689340.7057,5072557.328,-1565.8436919,689340.7057,5072557.328,-1570.8436919,689340.7057,5072557.328,-1575.8436919
REZOVACCKE_KRCCEVINE-1,1720.0,1730.0,82.71908249999998,689340.7057,5072557.328,-1575.8436919,689340.7057,5072557.328,-1580.8436919,689340.7057,5072557.328,-1585.8436919
REZOVACCKE_KRCCEVINE-1,1730.0,1740.0,83.00276249999999,689340.7057,5072557.328,-1585.8436919,689340.7057,5072557.328,-1590.8436919,689340.7057,5072557.328,-1595.8436919
REZOVACCKE_KRCCEVINE-1,1740.0,1750.0,83.28644549999999,689340.7057,5072557.328,-1595.8436919,689340.7057,5072557.328,-1600.8436919,689340.7057,5072557.328,-1605.8436919
REZOVACCKE_KRCCEVINE-1,1750.0,1760.0,83.57012649999999,689340.7057,5072557.328,-1605.8436919,689340.7057,5072557.328,-1610.8436919,689340.7057,5072557.328,-1615.8436919
REZOVACCKE_KRCCEVINE-1,1760.0,1770.0,83.8538085,689340.7057,5072557.328,-1615.8436919,689340.7057,5072557.328,-1620.8436919,689340.7057,5072557.328,-1625.8436919
REZOVACCKE_KRCCEVINE-1,1770.0,1780.0,84.13749399999999,689340.7057,5072557.328,-1625.8436919,689340.7057,5072557.328,-1630.8436919,689340.7057,5072557.328,-1635.8436919
REZOVACCKE_KRCCEVINE-1,1780.0,1790.0,84.4211725,689340.7057,5072557.328,-1635.8436919,689340.7057,5072557.328,-1640.8436919,689340.7057,5072557.328,-1645.8436919
REZOVACCKE_KRCCEVINE-1,1790.0,1800.0,84.70485649999999,689340.7057,5072557.328,-1645.8436919,689340.7057,5072557.328,-1650.8436919,689340.7057,5072557.328,-1655.8436919
